Country Name,Country Code,Time,Time Code,Adjusted net national income (annual % growth) [NY.ADJ.NNTY.KD.ZG],Adjusted net national income (constant 2015 US$) [NY.ADJ.NNTY.KD],Adjusted net national income (current US$) [NY.ADJ.NNTY.CD],Current account balance (% of GDP) [BN.CAB.XOKA.GD.ZS],"Current account balance (BoP, current US$) [BN.CAB.XOKA.CD]",Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS],Exports of goods and services (annual % growth) [NE.EXP.GNFS.KD.ZG],Exports of goods and services (current US$) [NE.EXP.GNFS.CD],External balance on goods and services (constant LCU) [NE.RSB.GNFS.KN],"Foreign direct investment, net (BoP, current US$) [BN.KLT.DINV.CD]","Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]","Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]","Foreign direct investment, net outflows (% of GDP) [BM.KLT.DINV.WD.GD.ZS]","Foreign direct investment, net outflows (BoP, current US$) [BM.KLT.DINV.CD.WD]",GDP (constant 2015 US$) [NY.GDP.MKTP.KD],GDP (constant LCU) [NY.GDP.MKTP.KN],GDP (current LCU) [NY.GDP.MKTP.CN],GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],GDP per capita (constant LCU) [NY.GDP.PCAP.KN],GDP per capita (current LCU) [NY.GDP.PCAP.CN],GDP per capita (current US$) [NY.GDP.PCAP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],"GDP per capita, PPP (constant 2021 international $) [NY.GDP.PCAP.PP.KD]","GDP per capita, PPP (current international $) [NY.GDP.PCAP.PP.CD]","GDP, PPP (constant 2021 international $) [NY.GDP.MKTP.PP.KD]","GDP, PPP (current international $) [NY.GDP.MKTP.PP.CD]",GDP: linked series (current LCU) [NY.GDP.MKTP.CN.AD],General government final consumption expenditure (% of GDP) [NE.CON.GOVT.ZS],General government final consumption expenditure (annual % growth) [NE.CON.GOVT.KD.ZG],General government final consumption expenditure (current US$) [NE.CON.GOVT.CD],"Goods exports (BoP, current US$) [BX.GSR.MRCH.CD]","Goods imports (BoP, current US$) [BM.GSR.MRCH.CD]","Grants, excluding technical cooperation (BoP, current US$) [BX.GRT.EXTA.CD.WD]",Gross domestic savings (% of GDP) [NY.GDS.TOTL.ZS],Gross domestic savings (current LCU) [NY.GDS.TOTL.CN],Gross national expenditure (% of GDP) [NE.DAB.TOTL.ZS],Gross national expenditure deflator (base year varies by country) [NE.DAB.DEFL.ZS],Gross value added at basic prices (GVA) (constant 2015 US$) [NY.GDP.FCST.KD],Households and NPISHs final consumption expenditure (% of GDP) [NE.CON.PRVT.ZS],Households and NPISHs Final consumption expenditure (annual % growth) [NE.CON.PRVT.KD.ZG],Households and NPISHs final consumption expenditure: linked series (current LCU) [NE.CON.PRVT.CN.AD],Imports of goods and services (% of GDP) [NE.IMP.GNFS.ZS],Imports of goods and services (annual % growth) [NE.IMP.GNFS.KD.ZG],Imports of goods and services (current US$) [NE.IMP.GNFS.CD],Multilateral debt service (% of public and publicly guaranteed debt service) [DT.TDS.MLAT.PG.ZS],"Net financial flows, IBRD (NFL, current US$) [DT.NFL.MIBR.CD]","Net financial flows, IDA (NFL, current US$) [DT.NFL.MIDA.CD]","Net financial flows, IMF concessional (NFL, current US$) [DT.NFL.IMFC.CD]","Net financial flows, IMF nonconcessional (NFL, current US$) [DT.NFL.IMFN.CD]","Net financial flows, multilateral (NFL, current US$) [DT.NFL.MLAT.CD]",Net ODA received (% of central government expense) [DT.ODA.ODAT.XP.ZS],Net ODA received (% of GNI) [DT.ODA.ODAT.GN.ZS],Net official aid received (current US$) [DT.ODA.OATL.CD],Net official development assistance and official aid received (constant 2021 US$) [DT.ODA.ALLD.KD],"Net trade in goods (BoP, current US$) [BN.GSR.MRCH.CD]","Net trade in goods and services (BoP, current US$) [BN.GSR.GNFS.CD]","Portfolio investment, bonds (PPG + PNG) (NFL, current US$) [DT.NFL.BOND.CD]","Portfolio investment, net (BoP, current US$) [BN.KLT.PTXL.CD]","Service exports (BoP, current US$) [BX.GSR.NFSV.CD]","Service imports (BoP, current US$) [BM.GSR.NFSV.CD]",Taxes less subsidies on products (constant LCU) [NY.TAX.NIND.KN],"Travel services (% of service exports, BoP) [BX.GSR.TRVL.ZS]"
Chad,TCD,2021,YR2021,10.37118867,7113548150,8355160089,..,..,38.75012725,-0.370967446,4564757757,4.96256E+11,..,..,..,..,..,10236539499,5.25685E+12,6.53236E+12,11779981333,-1.169187004,574.1744867,294860.4417,366404.5867,660.7471926,-4.51520295,1700.166988,1700.166988,30311041209,30311041209,6.53236E+12,4.683119932,3.707699518,551670653.7,..,..,616160000,13.48881362,8.81138E+11,105.484524,142.6034556,9939823463,81.8280588,1.600000001,5.3453E+12,44.23464962,5.09999749,5210833467,21.28268064,..,-6040000,68316475.8,..,79820000,..,6.293697973,..,730440002.4,..,..,..,..,..,..,1.26125E+11,..
Chad,TCD,2022,YR2022,..,..,..,..,..,49.32013393,5.014857255,6114122106,5.78515E+11,..,..,..,..,..,10523606947,5.40427E+12,7.73263E+12,12396807588,2.804340748,570.2209026,292830.1259,418991.9585,671.7201476,-0.688568408,1688.460175,1808.83862,31161066089,33382688329,7.73263E+12,4.050717028,-1.548956301,502159595.9,..,..,661560000,23.89136053,1.84743E+12,91.0826815,143.8191476,10215376920,72.05792244,2.700000001,5.57197E+12,40.40281543,2.000002438,5008659289,5.522803275,..,-5421000,127340131.6,0,-4561000,..,5.683502922,..,726409973.1,..,..,..,..,..,..,1.3131E+11,..
Chad,TCD,2023,YR2023,..,..,..,..,..,43.50441166,2.9095096,5720536636,3.41251E+11,..,..,..,..,..,10957423661,5.62705E+12,7.97598E+12,13149325362,4.12231962,567.1819122,291269.4887,412855.5606,680.6398779,-0.532949669,1679.461532,1863.940621,32445624830,36009588153,7.97598E+12,4.209122449,1.113897953,553471205.7,..,..,..,21.18721359,1.68989E+12,104.5682678,155.6565326,10638954405,74.60366396,1.899999999,5.95038E+12,48.07266963,16,6321231740,6.6005758,..,-6146000,-39589240.1,..,49429000,..,..,..,..,..,..,..,..,..,..,1.35449E+11,..
Channel Islands,CHI,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10716796138,9210015951,8112256861,11157002973,9.936801364,64272.11147,55235.46069,48651.84245,66912.17501,9.603182029,..,..,..,..,8112256861,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Channel Islands,CHI,2022,YR2022,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11289283297,9702011488,9174424071,11308300346,5.341961831,67513.5801,58021.17925,54866.03517,67627.30823,5.043351719,..,..,..,..,9174424071,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Channel Islands,CHI,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11708680811,10062441764,10062627387,12507927144,3.715005661,69822.95299,60005.8546,60006.96154,74589.13802,3.420604991,..,..,..,..,10062627387,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,2021,YR2021,6.227921602,2.03184E+11,2.16294E+11,-7.27771005,-22962267946,31.9735835,-1.534795003,1.00881E+11,-1.24317E+13,-603863144.8,4.810199707,15176902319,4.618810037,14573039174,2.73437E+11,1.99204E+14,2.39562E+14,3.15515E+11,11.33395707,14053.87438,10238523.78,12312801.65,16216.57065,10.84350324,29132.87799,29132.87799,5.66819E+11,5.66819E+11,2.39562E+14,14.72846244,14.12035737,46470510453,94604151312,84298843436,..,23.17732775,5.55241E+13,100.8912802,113.7601008,2.42791E+11,62.09420981,20.98959405,1.48754E+14,32.86486375,31.89019136,1.03694E+11,..,..,..,..,..,..,..,..,1350000.024,1269999.981,10305307876,-2188473339,..,-32645166552,5843895346,18337676561,2.21772E+13,1.932304004
Chile,CHL,2022,YR2022,..,..,..,-8.659565316,-26161979060,35.51510707,0.760497052,1.07297E+11,-1.30154E+13,-5030305059,6.036279624,18236599109,4.371258216,13206294051,2.79066E+11,2.03305E+14,2.63843E+14,3.02117E+11,2.058740081,14272.27099,10397630.01,13493692.79,15451.13196,1.553995739,29585.60167,30944.63587,5.78488E+11,6.05062E+11,2.63843E+14,14.67535232,6.510972601,44336666585,98556641852,94827200714,..,21.63081244,5.70713E+13,103.9575661,126.1860222,2.48333E+11,63.69383524,1.642339103,1.68052E+14,39.47267314,1.527108681,1.19253E+11,..,..,..,..,..,..,..,..,..,..,3729441138,-11869384985,..,-5313110495,8514767554,24113593676,2.22162E+13,12.96441752
Chile,CHL,2023,YR2023,..,..,..,-3.546305608,-11899037356,31.13673653,-0.318319279,1.04474E+11,-5.39757E+12,-15459843912,6.478592102,21737835925,1.871048692,6277992013,2.79677E+11,2.0375E+14,2.8187E+14,3.35533E+11,0.218780667,14226.51807,10364298.11,14338098.91,17067.81362,-0.320572086,29490.75849,32893.42797,5.79754E+11,6.46646E+11,2.8187E+14,15.10268919,1.747282364,50674556216,94557422789,79233989631,..,24.26017038,6.83822E+13,98.69362094,133.6145794,2.5102E+11,60.63714043,-5.20102902,1.70918E+14,29.83035747,-12.01177387,1.00091E+11,..,..,..,..,..,..,..,..,..,..,15323433158,4541738609,..,1770995322,9791970494,20573665043,2.0602E+13,24.5375632
China,CHN,2021,YR2021,7.421746388,1.11358E+13,1.27329E+13,1.980228144,3.52886E+11,19.94397383,..,3.55411E+12,..,-1.65277E+11,1.930786223,3.44075E+11,1.003328449,1.78798E+11,1.58513E+13,1.0992E+14,1.14924E+14,1.78205E+13,8.448469417,11223.25535,77827.03421,81369.97498,12617.5051,8.351719954,20406.72966,20406.72966,2.88216E+13,2.88216E+13,1.14924E+14,15.8081384,..,2.81708E+12,3.21584E+12,2.65313E+12,159010000,46.07829635,5.29549E+13,97.06200273,104.5215158,..,38.11356525,12.2279168,4.38015E+13,17.35801703,..,3.09328E+12,5.95899567,720985000,-309951000,..,..,684400000,..,-0.003187896,..,-564140014.6,5.62706E+11,4.61494E+11,89051495000,-51365856850,3.39393E+11,4.40605E+11,..,3.33829287
China,CHN,2022,YR2022,..,..,..,2.479474586,4.43374E+11,20.79148307,..,3.71789E+12,..,19846371667,1.06367353,1.90204E+11,1.174660069,2.1005E+11,1.6319E+13,1.13163E+14,1.20472E+14,1.78818E+13,2.95066993,11555.93024,80133.94957,85309.82014,12662.58267,2.964156837,21011.61713,22509.63635,2.96721E+13,3.17875E+13,1.20472E+14,16.05012775,..,2.87005E+12,3.34682E+12,2.68178E+12,109170000,46.5580614,5.60896E+13,96.58819111,106.2508276,..,37.39181085,0.843032913,4.50468E+13,17.55999902,..,3.14004E+12,4.485508325,-237055000,-207897000,..,0,-368373000,..,-0.001592458,..,-380579986.6,6.65049E+11,5.77609E+11,-56166639000,2.89054E+11,3.72495E+11,4.59935E+11,..,3.617281436
China,CHN,2023,YR2023,..,..,..,1.421693486,2.52987E+11,19.74307232,..,3.51324E+12,..,1.42574E+11,0.240113517,42727679407,1.041324581,1.85301E+11,1.71757E+13,1.19104E+14,1.26058E+14,1.77948E+13,5.249557864,12175.19611,84428.21403,89357.98815,12614.06174,5.358857863,22137.59983,24569.28651,3.12297E+13,3.46601E+13,1.26058E+14,16.50931118,..,2.9378E+12,3.17919E+12,2.5853E+12,..,44.36216456,5.59221E+13,97.716787,106.0653246,..,39.12852426,..,4.93247E+13,17.57369904,..,3.1272E+12,8.635169265,-486465000,-163452000,..,..,-785984000,..,..,..,..,5.93896E+11,3.86063E+11,-29282319000,63244110363,3.32055E+11,5.39888E+11,..,7.468173279
Colombia,COL,2021,YR2021,7.652827833,2.77592E+11,2.62458E+11,-5.635169495,-17949402964,16.19700595,14.63412282,51591453811,-8.5939E+13,-6380521503,3.001756938,9561335277,0.998608409,3180813774,3.30531E+11,9.06243E+14,1.19263E+15,3.18525E+11,10.80119819,6457.169218,17704148.18,23299014.79,6222.621644,9.592978284,17352.08887,17352.08887,8.88222E+11,8.88222E+11,1.19263E+15,16.04633106,9.818460208,51111517162,42735574446,56719215736,1233500000,11.25181741,1.34193E+14,107.6651345,129.1170514,2.98255E+11,72.70185153,14.72408949,8.67067E+14,23.86214044,26.72866663,76006795312,15.05024104,1848681000,..,..,0,2921667000,1.687480205,0.611442995,..,1916930054,-13983641290,-20000679159,5233632000,-4595372929,8177865908,14194903777,8.864E+13,33.51865245
Colombia,COL,2022,YR2022,..,..,..,-6.134778929,-21185224412,20.23240039,12.30325311,69868522988,-1.19678E+14,-13799016477,4.975683423,17182521350,0.979789215,3383504873,3.54623E+11,9.72298E+14,1.46979E+15,3.4533E+11,7.288883887,6854.209236,18792745.22,28408376.65,6674.596019,6.148824726,18419.0384,20643.29392,9.52963E+11,1.06804E+12,1.46979E+15,13.99818069,0.848814242,48339899903,59473451661,71651700641,1058080000,12.13485455,1.78357E+14,107.6091771,144.4169605,3.17349E+11,73.86696476,10.68435107,1.08569E+15,27.84157748,23.61408134,96145284718,19.76148293,1819527000,..,..,0,2602599000,1.666131995,0.557394046,..,1941589966,-12178248980,-16400360398,-1478087000,427001372.2,13732017930,17954129348,1.02605E+14,45.31987785
Colombia,COL,2023,YR2023,..,..,..,-2.511695976,-9129860183,17.83729677,3.38961467,64837475193,-7.7142E+13,-15969707903,4.716592169,17144522052,0.323200565,1174814149,3.56787E+11,9.78233E+14,1.57246E+15,3.63494E+11,0.610409566,6819.179831,18696702.24,30053963.64,6947.359287,-0.511064131,18324.9053,20675.75029,9.5878E+11,1.08178E+12,1.57246E+15,14.75378039,1.613574249,53629083058,52641941236,59373499191,..,8.783128071,1.38111E+14,104.8192066,156.588944,3.19344E+11,76.46309154,0.843172826,1.20235E+15,22.65650339,-15.01378499,82354994446,16.95774565,517676000,..,..,0,1409277000,..,..,..,..,-6731557955,-7956441650,4269879000,8664442829,15631361270,16856244965,1.03067E+14,48.34557812
Comoros,COM,2021,YR2021,2.662577753,1001294140,1188775714,-0.314473575,-4075858.927,10.80732162,48.17388963,140072558.5,-1.0143E+11,-4024772.182,0.310531969,4024772.182,..,..,1112522619,4.24739E+11,5.39116E+11,1296089480,2.000161989,1359.762861,519130.405,658925.852,1584.124502,0.004101746,3441.211556,3441.211556,2815509824,2815509824,5.39116E+11,10.14976369,1.453592681,131550019.4,35752052.51,253773352.2,118130000,-7.130190905,-38440000000,120.6630855,122.7284198,..,96.98042722,0.909476766,5.22837E+11,31.47040711,7.687995178,407884635.9,33.95037148,..,5863000,..,-1775008.9,18119000,..,11.79670145,..,153639999.4,-218021299.7,-287634089.1,..,..,92579191.63,162191981.1,28921683200,76.88001464
Comoros,COM,2022,YR2022,..,..,..,-0.422370445,-5248034.752,12.71607965,22.64335028,157999757.6,-91036435400,-4128667.475,0.332281931,4128667.475,..,..,1141481698,4.35795E+11,5.80486E+11,1242519408,2.603010319,1368.374632,522418.2079,695868.9304,1489.495663,0.633328896,3463.005743,3709.900074,2888797835,3094754123,5.80486E+11,9.61494799,1.796407189,119467594.8,55503345.66,271897681.1,95270000,-9.387848437,-54495100000,122.3495673,135.4314929,..,99.77290045,0.204448643,5.79167E+11,35.06564695,1.244236096,435697468.8,34.66931327,..,12650000,..,-2450341.3,23155000,..,10.99388014,..,146770004.3,-216394335.4,-314236050.9,..,..,110528508.7,208370224.1,30488868100,76.07414095
Comoros,COM,2023,YR2023,..,..,..,-1.820598003,-24621420.95,12.95586148,4.956268159,175212605.2,-89627078700,-5352754.894,0.395802293,5352754.894,..,..,1175676775,4.4885E+11,6.15321E+11,1352380971,2.995674572,1382.519694,527818.5109,723578.1956,1590.312377,1.033712627,3498.803271,3883.126476,2975336817,3302160275,6.15321E+11,9.25201678,0.79051377,125122514.4,32067621.91,298674086.6,..,-9.312618662,-57302544000,122.0296352,140.4959304,..,100.0606019,2.232658659,6.15694E+11,34.98549671,1.20468029,473137200.2,53.99333424,..,11636000,..,2944246.3,19211000,..,..,..,..,-266606464.7,-355581804.8,..,..,116386921,205362261.1,31529951400,72.899982
"Congo, Dem. Rep.",COD,2021,YR2021,-6.362870778,36959629082,32501996856,-1.061671929,-587406970.4,40.38582957,8.231802419,22344866758,-6.31988E+12,-1677673790,3.032206389,1677673790,0.3476667,192358710,48065880295,1.36789E+13,1.10115E+14,55328482784,6.200154011,484.78465,137963.3014,1110599.421,558.0340773,2.816564591,1313.618218,1313.618218,1.30244E+11,1.30244E+11,1.10115E+14,8.261796258,21.74717085,4571126520,22185255469,18245386097,2697470000,27.81167134,3.06248E+13,99.70965229,549.0083789,45277601829,63.92653241,4.513648806,7.03925E+13,40.09548186,43.588622,22184221775,66.38498205,..,294276000,..,426872555.8,220091000,70.68519081,6.768452631,..,3610189941,3939869372,160710271.9,..,47981595.86,168692693.1,3947851793,1.5498E+11,63.83097807
"Congo, Dem. Rep.",COD,2022,YR2022,..,..,..,-4.78420264,-3148079379,45.49794997,18.91340822,29938355214,-8.15349E+12,-1409373842,2.141855158,1409373842,0.66320548,436399470,52355494608,1.48997E+13,1.32064E+14,65801547620,8.924447626,511.2992663,145509.0106,1289722.818,642.6122658,5.469359706,1385.464724,1484.241166,1.41867E+11,1.51982E+11,1.32064E+14,9.364668955,22.1831371,6162097102,28683462979,26698285779,2724450000,28.73307075,3.7946E+13,102.7327674,588.520797,49324682724,61.90226029,3.05573356,8.17504E+13,48.23071711,24.88738612,31736558288,56.15770781,..,428132000,..,407631881.9,331016000,37.06943641,5.21762958,..,3330239990,1985177200,-2945395688,..,34816479.25,69723446.24,5000296334,1.66928E+11,48.49905136
"Congo, Dem. Rep.",COD,2023,YR2023,..,..,..,-5.848935464,-3882715616,44.2459902,15.7240512,29371942665,-1.87616E+13,-2375258887,3.578097732,2375258887,0.354751686,235495830,56837576517,1.61752E+13,1.62254E+14,66383287003,8.560862509,537.269317,152899.7436,1533740.832,627.5021817,5.07922706,1455.835623,1615.750705,1.54012E+11,1.7093E+11,1.62254E+14,7.933348098,-12.85490839,5266417237,29600921211,28000329980,..,29.34583282,4.76148E+13,102.7692854,477.2830329,53578734553,62.72081908,3.469875653,1.01767E+14,47.0152754,85.61321135,31210285206,37.59011781,..,860647000,..,406351345.4,840343000,..,..,..,..,1600591231,-4030194363,..,3356414.66,49355811.09,5680141405,1.7183E+11,0.024292985
"Congo, Rep.",COG,2021,YR2021,35.66646761,4568413162,6299969558,11.57387518,1715906879,52.83657086,-1.000014342,7833386314,1.67972E+12,330178308,-2.159828737,-320209517.7,0.067239974,9968790.274,10027261670,4.44455E+12,8.2213E+12,14825690211,1.01507037,1701.790605,754313.6389,1395289.318,2516.162551,-1.374653895,6263.211613,6263.211613,36903988991,36903988991,8.2213E+12,14.8705071,2.080938005,2204655315,7511577245,2779384567,102960000,42.10384003,3.46148E+12,79.87306144,202.7657721,9493103205,43.02564071,11.50000529,3.53727E+12,32.7096323,25.00005125,4849428753,22.49029104,35482000,48182000,..,-860437.7,84489000,8.530330875,1.548535889,..,204020004.3,4732192678,3264867178,-27234000,34275831.54,239956067.3,1707281567,1.73116E+11,3.143623697
"Congo, Rep.",COG,2022,YR2022,..,..,..,..,..,63.81214686,-0.731218044,10093186511,1.58657E+12,..,0.157485886,24909590,0.157485886,24909590,10175199490,4.51013E+12,9.86603E+12,15817030155,1.475356132,1686.002344,747315.5392,1634773.154,2620.838043,-0.927744025,6205.105041,6647.496817,37448454256,40118334632,9.86603E+12,11.83679224,-5.046453148,1872228998,..,..,110170000,50.44217398,4.97664E+12,70.53703284,203.5438235,9635007322,37.72104391,5.000013943,3.72157E+12,34.34918984,5.899948588,5433021714,12.15666497,36824000,109593000,..,173437596.5,131621000,..,5.017827529,..,738789978,..,..,-27234000,..,..,..,1.74839E+11,..
"Congo, Rep.",COG,2023,YR2023,..,..,..,..,..,56.8959278,0.990558958,8717056859,1.50013E+12,..,0.172079981,26364470,0.172079981,26364470,10369226733,4.59613E+12,9.29329E+12,15321055823,1.906864263,1677.085492,743363.1711,1503066.772,2477.978455,-0.528875413,6172.287767,6850.277706,38162545447,42354479276,9.29329E+12,13.09930209,0.619414015,2006951385,..,..,..,42.79241719,3.97682E+12,82.4185388,211.7845311,9818733706,44.10828072,4.900016359,4.09911E+12,39.3144666,8.900074796,6023391374,14.39389344,13891000,61421000,..,172892758.9,142111000,..,..,..,..,..,..,-27234000,..,..,..,1.78172E+11,..
Costa Rica,CRI,2021,YR2021,4.411399069,57240496437,56532369848,-3.175933478,-2063109436,36.17635703,15.93392165,23500424069,..,-3146180283,5.530729864,3592802258,0.687526147,446621975,66522107766,3.72935E+13,4.03266E+13,64960725734,7.935762247,13146.69279,7370280.776,7969707.821,12838.11854,7.388232264,23862.36487,23862.36487,1.20743E+11,1.20743E+11,4.03266E+13,16.53079798,1.694648053,10738526336,14826496400,17670962046,132700000,20.15285664,8.12697E+12,98.42892825,109.9185715,61383755722,63.31634539,8.344996691,2.55333E+13,34.60528528,19.2462289,22479844458,24.38252065,271661000,..,..,293944899.8,495740000,0.415698948,0.130472243,..,79309997.56,-2844465646,1670105882,-1032767000,3393439602,8781871022,4267299494,2.73237E+12,19.5509488
Costa Rica,CRI,2022,YR2022,..,..,..,-3.281399152,-2272159758,42.40519611,18.5008765,29362895414,..,-3060056477,5.305043279,3673404329,0.885782399,613347852,69549856033,3.89909E+13,4.481E+13,69243626029,4.55149178,13686.16141,7672716.928,8817808.492,13625.90085,4.103454958,24841.54627,25936.76941,1.26239E+11,1.31805E+11,4.481E+13,15.39587873,2.385188588,10660664690,16646641123,21312987643,69990000,20.28019334,9.08756E+12,97.41714031,119.9965657,64089089382,64.32392793,2.587923042,2.88236E+13,39.82233642,8.117766225,27574429707,42.00493052,269997000,..,..,551975856.9,1590048000,3.231899737,0.995284862,..,665599975.6,-4666346520,2297074272,0,2827184982,12745653555,5782232763,2.90238E+12,30.69807483
Costa Rica,CRI,2023,YR2023,..,..,..,-1.43159866,-1238303371,38.91563204,9.959313934,33661220608,..,-3700614748,5.419180711,4687479758,1.140911556,986865009.6,73105190308,4.09841E+13,4.70593E+13,86497941439,5.111921832,14318.83897,8027407.747,9217322.834,16942.02681,4.62275387,25989.90981,28111.58948,1.32692E+11,1.43524E+11,4.70593E+13,14.87349346,0.095882545,12865265663,18886359992,22044726871,..,20.61585871,9.70167E+12,94.64073501,118.7347584,67365055377,64.51064783,4.999852614,3.03582E+13,33.55636705,5.190355216,29025566716,31.94689313,-11319000,..,..,213521223.2,-172359000,..,..,..,..,-3158366880,5270322448,1450000000,467974826.3,14796463150,6367773822,3.05086E+12,32.2238665
Cote d'Ivoire,CIV,2021,YR2021,3.37917684,55752536034,64141668493,-3.948253115,-2874116509,22.29626784,17.33096166,16230487159,9484791400,-1107222121,1.912826559,1392435143,0.391804995,285213022.7,63620992438,3.76135E+13,4.03669E+13,72794636654,7.063329102,2146.476353,1269021.929,1361916.955,2455.981276,4.447091986,6045.204805,6045.204805,1.79178E+11,1.79178E+11,4.03669E+13,9.962659467,6.10789946,7252281760,15320271125,12267029418,588390000,23.05381997,9.3061E+12,100.5214971,107.907636,58637887684,66.98352057,5.320504948,2.70391E+13,22.81776494,15.92513456,16610109080,17.12040119,35467000,729980000,..,-190099753.8,1057305000,13.22203934,2.234086614,..,1576310059,3053241707,39662854.48,959482000,-654975543,910215950.1,3923794803,2.94607E+12,27.87120435
Cote d'Ivoire,CIV,2022,YR2022,..,..,..,-7.686455945,-5393827499,24.52664233,49.37565452,17211115086,-8.70028E+11,-1431624507,2.278814581,1599115749,0.238682838,167491242,67576850897,3.99522E+13,4.37712E+13,70173140101,6.217850913,2223.288253,1314434.023,1440078.105,2308.706547,3.578511347,6261.533145,6707.947952,1.90319E+11,2.03888E+11,4.37712E+13,10.41704471,18.81368144,7309967380,16297631979,15223032458,793460000,21.97500749,9.61872E+12,104.3779344,111.817133,62507876924,67.6079478,3.443974193,2.95928E+13,28.90457677,58.37708162,20283249156,15.16947061,29782000,731309000,..,-165675728.7,1343312000,15.11893146,2.908986131,..,2091419922,1074599521,-2737601348,-55541000,420018431.2,912960618.2,4725161488,2.99684E+12,36.69757644
Cote d'Ivoire,CIV,2023,YR2023,..,..,..,..,..,24.51995926,8.594739842,19340237826,-1.24234E+12,..,0.272461384,214905250,0.272461384,214905250,71766615653,4.24293E+13,4.78435E+13,78875489245,6.2,2302.746981,1361410.953,1535134.985,2530.846593,3.573928287,6485.315849,7197.690104,2.02119E+11,2.24321E+11,4.78435E+13,10.4890783,4.877057541,8273311823,..,..,..,24.57950195,1.17597E+13,103.5340016,113.3096358,66348236171,64.93141976,2.758361128,3.10655E+13,28.05396096,10.5072909,22127698958,11.95432804,36770000,909489000,..,668479980.3,1426647000,..,..,..,..,..,..,-55541000,..,..,..,3.20341E+12,..
Croatia,HRV,2021,YR2021,10.28940517,48793481359,56452688748,0.807872378,557486894.4,49.77970537,32.73434101,34351382872,-1603966300,-3944547352,7.427067577,5125181839,1.710895807,1180634487,59714859478,58346838500,58346838500,69006802299,12.63170033,15394.47073,15041.79538,15041.79538,17789.93047,13.65450803,36899.19559,36899.19559,1.43131E+11,1.43131E+11,58346838500,23.06666487,2.848758927,15917567825,17481889815,30956267150,..,19.04852531,11114212300,102.7490201,100,49137060623,57.88480999,10.74803848,33773956600,52.52872544,17.26913761,36248393716,..,..,..,..,..,..,..,..,..,..,-13474342062,-1890863158,..,-89256548.27,16886027989,5302513812,10505341159,63.78959892
Croatia,HRV,2022,YR2022,..,..,..,-3.680782629,-2620666993,59.49697151,26.99185997,42361031645,-1885490600,-4326432331,5.516104219,3927390914,-0.560462171,-399041416.1,64066840477,62599119000,67615065400,71198635102,7.287936432,16616.39154,16235.72293,17536.66003,18466.09555,7.937400538,39828.03254,41924.32544,1.53563E+11,1.61645E+11,67615065400,21.11216992,2.199605954,15031576825,21561367758,40860781561,..,19.84944453,13421214900,106.2199146,111.3764434,53251139092,59.03838555,6.890116629,39918843000,65.71688608,26.49782501,46789525919,..,..,..,..,..,..,..,..,..,..,-19300478456,-4862008577,..,1839021677,20345399506,5907994280,10752016336,66.03934412
Croatia,HRV,2023,YR2023,..,..,..,0.753574362,635970006.3,52.93415929,-2.940469082,44673146139,-916027500,-1974708023,3.95990588,3341914871,1.62003242,1367206848,66182676637,64666483000,78048479200,84393795502,3.302544881,17147.16602,16754.33779,20221.45822,21865.45628,3.1942825,41100.25241,45485.03298,1.58634E+11,1.75558E+11,78048479200,21.28627613,7.056070855,17964296350,20762224971,39713279128,..,21.44919923,16740773800,101.8326009,121.2196858,55105556684,57.26452464,3.044549022,44694090600,54.76676014,-5.298007852,46219747560,..,..,..,..,..,..,..,..,..,..,-18951054157,-1746312310,..,-687549476.6,24302204454,7097462607,11010820971,65.25250413
Cuba,CUB,2021,YR2021,..,..,..,..,..,34.89357191,-9.117117117,..,-680000000,..,..,..,..,..,82070633423,51333800000,5.45218E+11,..,1.253693425,7379.014004,4615.449074,49020.82939,..,1.746990472,..,..,..,..,5.45218E+11,33.82647562,14.96293883,..,..,..,104120000,13.57418749,74008900000,110.2368429,1155.539961,81556211060,52.59933689,-2.661045975,2.86781E+11,45.13021308,-4.648473636,..,..,..,..,..,..,..,..,..,..,152399993.9,..,..,..,..,..,..,397800000,..
